title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
超能小子,Kid Cosmic,2021,"Kids' TV, 喜劇片 (Comedy), 奇幻片 (Fantasy)",一個男孩的超級英雄夢成真了，當他找到了五顆強大的宇宙之石。但要拯救這一天比他想像的更困難，他無法獨自完成。,TV-Y7,2.0,"[""Kids' TV"", 'TV Comedies', 'TV Sci-Fi & Fantasy']"
海底小纵队：超越新篇,Octonauts: Above & Beyond,2021,"英國影集 (British TV), Kids' TV",《海底小纵队》将探索领域扩展至陆地！有了新的工具和新的朋友，他們將保護任何受到威脅的栖息地和动物。,TV-Y,1.0,"['British TV Shows', ""Kids' TV""]"
勢在必行,On the Verge,2021,"喜劇片 (Comedy), 劇情片 (Drama)",四位女性 ─ 一位廚師、一位單親媽媽、一位女繼承人和一位求職者 ─ 在洛杉磯疫情前熱情投入愛情和工作，並夾雜著大量的中年危機。,TV-MA,1.0,"['TV Comedies', 'TV Dramas']"
鐵甲奇俠銀河偵探隊,Tobot Galaxy Detectives,2019,Kids' TV,一個星際設備將玩具汽車變身為機器人：Tobots！他們與朋友合作解開神秘事件，保護世界免受邪惡的侵害。,TV-Y7,2.0,"[""Kids' TV""]"
未被告知的：臨界點,Untold: Breaking Point,2021,"紀錄片 (Documentary), Sports Movies",在美國網球的傳統中延續勝利壓力下，馬迪·費希面臨精神健康挑戰，這改變了他在球場上和生活中的人生。,TV-MA,80.0,"['Documentaries', 'Sports Movies']"
倒數：Inspiration4太空任務,Countdown: Inspiration4 Mission to Space,2021,"訪談式紀錄劇集 (Docuseries), Science & Nature TV",從訓練到發射再到著陸，這部全方位的紀錄片系列跟隨著Inspiration4飛行員團隊，參與首次完全由民間人組成的軌道太空任務。,TV-14,1.0,"['Docuseries', 'Science & Nature TV']"
陰影派對,Shadow Parties,2020,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一個家庭在長期的社區衝突中面臨著毀滅，這場衝突讓親戚之間相互對立，在攻擊和報復之間。,TV-MA,117.0,"['Dramas', 'International Movies', 'Thrillers']"
小公車泰哥,Tayo the Little Bus,2016,"Kids' TV, Korean TV Shows",在他們熟悉這個繁忙城市的路線的同時，泰勛和他的小巴士朋友們每天都會發現新的景點，並展開刺激的冒險。,TV-Y,2.0,"[""Kids' TV"", 'Korean TV Shows']"
安格马利日记,Angamaly Diaries,2017,"動作片 (Action), 喜劇片 (Comedy), 劇情片 (Drama)",在他的家鄉幫派戰爭中成長後，文森特組建了自己的企業小隊，最終卻陷入了法律的對立面。,TV-14,128.0,"['Action & Adventure', 'Comedies', 'Dramas']"
露營奇遇营,Bunk'd,2021,"Kids' TV, 喜劇片 (Comedy)",在 迪士尼熱門影集《傑茜》中，羅斯兄弟姊妹在緬因州的基基瓦卡夏令營度過充滿樂趣和冒險的夏天，這裡是他們父母初次相遇的地方。,TV-G,5.0,"[""Kids' TV"", 'TV Comedies']"
堅定的心靈,A Champion Heart,2018,"Children & Family Movies, 劇情片 (Drama)",一名傷心的少女必須為了還清債務而在一個牧場工作，她照顧一匹受傷的馬，這匹馬教會她更多關於療癒的事情，超出她的預期。,G,90.0,"['Children & Family Movies', 'Dramas']"
潛水俱樂部,Dive Club,2021,"Kids' TV, 劇情片 (Drama), Teen TV Shows",在卡普默西角的海岸，一群熟練的青少年潛水員在其中一人神秘失蹤後，調查一連串的秘密和跡象。,TV-G,1.0,"[""Kids' TV"", 'TV Dramas', 'Teen TV Shows']"
紙房子,La casa de papel,2021,"懸疑片 (Suspense), 國際影集 (International TV), Spanish-Language TV Shows",八名小偷攔截人質，並將自己鎖在西班牙皇家造幣廠，一名犯罪頭腦操控警方執行他的計畫。,TV-MA,5.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
紙房子：從東京到柏林,Money Heist: From Tokyo to Berlin,2021,"訪談式紀錄劇集 (Docuseries), 國際影集 (International TV), Spanish-Language TV Shows",《紙房子》的製片人和演員，如東京和教授這些角色的幕後人員，討論拍攝該系列的情感藝術過程。,TV-MA,1.0,"['Docuseries', 'International TV Shows', 'Spanish-Language TV Shows']"
鯊魚狗,Sharkdog,2021,Kids' TV,半鯊魚，半狗，有一顆善良的心，肚子裡裝滿了魚條！鯊狗和他的人類朋友麥克斯一起，可以應付任何荒謬或骯髒的冒險。,TV-Y,1.0,"[""Kids' TV""]"
價值,Worth,2021,劇情片 (Drama),在911事件後，一名律師在試圖為失去的生命做價值評估時，面臨情感上的調整。故事改編自真實事件。,PG-13,119.0,['Dramas']
派對之後的人生,Afterlife of the Party,2021,"喜劇片 (Comedy), 愛情片 (Romance)",凱西熱愛派對...直到她在一場意外中離世。現在這位社交蝴蝶需要在地球上彌補自己的錯誤，如果她想要賺取她的天使之翼。,TV-PG,110.0,"['Comedies', 'Romantic Movies']"
結局,Anjaam,1994,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一位富有的實業家對一名空中小姐的危險執著摧毀了她的世界，直到她親自採取行動，報復對方。,TV-14,143.0,"['Dramas', 'International Movies', 'Thrillers']"
明亮的星星,Bright Star,2009,"劇情片 (Drama), 愛情片 (Romance)",這部劇講述了浪漫詩人約翰·济慈與他的摯愛和靈感來源之間的激情三年戀情，济慈在25歲時英年早逝。,PG,119.0,"['Dramas', 'Romantic Movies']"
彩虹,Dhanak,2015,"喜劇片 (Comedy), 劇情片 (Drama), Independent Movies",一個熱愛電影的10歲女孩和她失明的弟弟，踏上旅程前往印度，希望得到印度巨星沙魯克·汗的幫助，為弟弟爭取眼睛手術的機會。,TV-PG,114.0,"['Comedies', 'Dramas', 'Independent Movies']"
最終帳戶,Final Account,2021,紀錄片 (Documentary),這部紀錄片將從未曝光的訪談串連起來，採訪了參與希特勒第三帝國的最後一代人。,PG-13,94.0,['Documentaries']
古爾岡,Gurgaon,2017,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一個富裕家庭的女兒從大學回來時，得到了她兄弟冷淡的歡迎，因為他自己有問題和計劃。,TV-14,106.0,"['Dramas', 'International Movies', 'Thrillers']"
此處與彼方,Here and There,2020,"劇情片 (Drama), International Movies, 愛情片 (Romance)",通過社交媒體上的激烈交流相遇後，兩個背景不同的人在疫情期間開始了一段網上戀情。,TV-MA,99.0,"['Dramas', 'International Movies', 'Romantic Movies']"
廣一泡泡英雄,Heroes of Goo Jit Zu,2021,"Kids' TV, 喜劇片 (Comedy)",一顆隕石墜落後，一群動物園裡的動物變成了軟綿綿、黏黏的、有彈性的超級英雄，擁有特殊的能力，並很快就開始對抗邪惡分子。,TV-Y7,1.0,"[""Kids' TV"", 'TV Comedies']"
《德魯納飯店》,Hotel Del Luna,2019,"國際影集 (International TV), 愛情片 (Romance), 喜劇片 (Comedy)",當一位精英飯店經理受邀管理一家為亡靈所設的飯店時，他開始了解這個古老主人及她奇特的世界。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
刀鋒上,In the Cut,2003,驚悚片 (Thriller),在與調查一名年輕女子謀殺案的警察展開一段風流韻事後，一位與世隔絕的女教師懷疑她的情人與這起犯罪有牽連。,R,118.0,['Thrillers']
盧克什,Luv Kushh,2012,Kids' TV,根據史詩《羅摩衍那》的最後一本書改編，這個系列故事講述了羅摩王的雙胞胎兒子在童年時期的努力和冒險。,TV-Y7,1.0,"[""Kids' TV""]"
듰루루 - 小企鵝阿童木,Pororo - The Little Penguin,2013,"Kids' TV, Korean TV Shows",在一個小島上，企鵝寶露露和他的朋友小狐狸艾迪、河狸露露、北極熊波比和恐龍可可一起度過了快樂的冒險。,TV-Y7,3.0,"[""Kids' TV"", 'Korean TV Shows']"
Q-特工隊,Q-Force,2021,"懸疑片 (Suspense), 動作片 (Action), 喜劇片 (Comedy)",一位同志超級特工及其堅強的 LGBTQ 小隊努力證明自己，對低估他們的機構進行抗爭。今天，西好萊塢...明天，世界！,TV-MA,1.0,"['Crime TV Shows', 'TV Action & Adventure', 'TV Comedies']"
斯里卡拉,Shikara,2020,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一對夫妻必須努力保持堅韌不拔，因為地區敵對行動驅使他們離開心愛的家園，進入難民營。,TV-14,115.0,"['Dramas', 'International Movies', 'Romantic Movies']"
灰姑娘的故事,A Cinderella Story,2004,"Children & Family Movies, 喜劇片 (Comedy)",少女薩姆在舞會上遇見了她夢寐以求的男孩，之後她又回到繼母的餐館裡辛苦工作。她遺失的手機能把他們再次拉在一起嗎？,PG,95.0,"['Children & Family Movies', 'Comedies']"
阿嘉莎·克莉絲蒂的歪斜的房屋,Agatha Christie's Crooked House,2017,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一名偵探調查他前情人的祖父死因時，揭露了關於這位大亨操縱性家族的秘密。,PG-13,115.0,"['Dramas', 'International Movies', 'Thrillers']"
一段未完成的人生,An Unfinished Life,2005,劇情片 (Drama),一位悲傷的寡婦和她的女兒搬到懷俄明州與她疏遠的岳父同住，這裡的時間讓她們得以療癒和原諒。,PG-13,108.0,['Dramas']
芭比：大城市大夢想,Barbie Big City Big Dreams,2021,"Children & Family Movies, 音樂歌舞片 (Musical)",在紐約市的夏季表演藝術計劃中，來自馬里布的芭比遇見來自布魯克林的芭比，兩人迅速成為好朋友。,TV-Y,63.0,"['Children & Family Movies', 'Music & Musicals']"
銀翼殺手：最終版,Blade Runner: The Final Cut,1982,"動作片 (Action), Classic Movies, Cult Movies","在一個充滿霧霾的末日洛杉磯，刀具鍵匙里克·戴卡德被召回退休，要去擊殺四名逃脫的""仿生人""。",R,117.0,"['Action & Adventure', 'Classic Movies', 'Cult Movies']"
勇敢動畫系列,Brave Animated Series,2021,"國際影集 (International TV), 動作片 (Action), 喜劇片 (Comedy)",一群超級英雄展開行動，試圖清除世界上的邪惡，但他們意識到自己可能並不站在正義的一方。這部影集改編自一部知名的漫畫作品。,TV-MA,1.0,"['International TV Shows', 'TV Action & Adventure', 'TV Comedies']"
變形金剛,Chappie,2015,"動作片 (Action), 奇幻片 (Fantasy)",在一個未來社會裡，一個堅不可摧的機器人警察部隊確保犯罪得到控制，一個孤獨的機器人進化到了人工智能的下一個層級。,R,121.0,"['Action & Adventure', 'Sci-Fi & Fantasy']"
明顯危險,Clear and Present Danger,1994,"動作片 (Action), 劇情片 (Drama)",美國總統的朋友遭到謀殺時，中央情報局副局長傑克·瑞恩無意間捲入了一場非法對抗哥倫比亞毒品集團的戰爭中。,PG-13,142.0,"['Action & Adventure', 'Dramas']"
懸崖勒馬,Cliffhanger,1993,動作片 (Action),遊騎兵蓋布·沃克和他的搭擋被召集來救援一群被困登山者，卻得知這群登山者其實是盜賊劫機者。,R,113.0,['Action & Adventure']
寒山,Cold Mountain,2003,"劇情片 (Drama), 愛情片 (Romance)",這部劇情片講述了一個受傷的南北戰爭士兵艱難地回家的故事，而他遠在他之外的心愛之人則在她已故父親的農場上為生存而奮鬥。,R,154.0,"['Dramas', 'Romantic Movies']"
鱷魚鄧迪在洛杉磯,Crocodile Dundee in Los Angeles,2001,"動作片 (Action), 喜劇片 (Comedy)","當密克""鱷魚"" 鄧迪和他的家人抵達洛杉磯時，很快就在這部喜劇續集中學到一些關於美國生活的課程。",PG,95.0,"['Action & Adventure', 'Comedies']"
親愛的約翰,Dear John,2010,"劇情片 (Drama), 愛情片 (Romance)",一名美國士兵在暑假時愛上了一名大學生。但當他被迫重新入伍時，他們手寫的信件將這對戀人聯繫在一起。,PG-13,108.0,"['Dramas', 'Romantic Movies']"
風中奇緣,Do the Right Thing,1989,"Classic Movies, 喜劇片 (Comedy), 劇情片 (Drama)",在布魯克林一個酷熱的日子裡，居民之間不斷升溫的種族緊張局勢浮出水面，引發了憤怒、暴力和悲劇。,R,120.0,"['Classic Movies', 'Comedies', 'Dramas']"
"敬稱, 犯罪的X光片","El patrón, radiografía de un crimen",2014,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一位律師捍衛一名文盲男子，他在布宜諾斯艾利斯擔任屠夫時遭到殘酷老板剝削，最終導致悲劇發生。劇情取材自真實案件。,TV-MA,100.0,"['Dramas', 'International Movies', 'Thrillers']"
解救大兵,Extraction,2015,動作片 (Action),一位退休的 CIA 特工被綁架後，他的兒子，一位政府分析師，展開了一個未經授權的任務，試圖找到他並阻止一個恐怖主義陰謀。,R,82.0,['Action & Adventure']
自由作家,Freedom Writers,2007,劇情片 (Drama),在她那些有風險的學生閱讀一些經典作品，比如《安妮日記》的時候，一位老師要求他們寫日記，記錄他們困擾的生活。,PG-13,124.0,['Dramas']
綠光戰警,Green Lantern,2011,"動作片 (Action), 奇幻片 (Fantasy)",測試飛行員哈爾·喬丹穿上異世界的戒指，發揮閃亮的新力量，幫助星際力量阻止一個強大威脅。,PG-13,114.0,"['Action & Adventure', 'Sci-Fi & Fantasy']"
家庭派對,House Party,1990,"喜劇片 (Comedy), Cult Movies",被嚴厲的父親束縛著，Kid冒著生命危險去參加他最好的朋友Play的盛大派對，但一路上卻遇到一個又一個障礙。,R,104.0,"['Comedies', 'Cult Movies']"
狂歡派對2,House Party 2,1991,"喜劇片 (Comedy), Cult Movies, 音樂歌舞片 (Musical)",孩子拿著獎學金去上大學，但當Play把孩子的學費資金輸給了一個可疑的音樂經紀人，他們構想了一個瘋狂的計劃來籌集現金。,R,94.0,"['Comedies', 'Cult Movies', 'Music & Musicals']"
狂歡派對3,House Party 3,1994,"喜劇片 (Comedy), 音樂歌舞片 (Musical)",在小孩訂婚後，普雷計畫舉辦有史以來最盛大的單身派對。但是這兩個人的每次慶祝活動總是伴隨著各種麻煩。,R,94.0,"['Comedies', 'Music & Musicals']"
成為牛仔的秘訣,How to Be a Cowboy,2021,實境秀 (Reality TV),戴爾·布里斯比利用社交媒體智慧和騎牛技能來保持牛仔傳統的活力-現在他正在教世界如何做一個真正的牛仔，老兄。,TV-PG,1.0,['Reality TV']
高級理髮廳,HQ Barbers,2020,TV Shows,在拉各斯市中心，一家家族經營的理髮店受到房地產開發商的威脅，他們將不惜一切代價維持生意。,TV-14,1.0,['TV Shows']
我搞定了,I Got the Hook Up,1998,"動作片 (Action), 喜劇片 (Comedy)",在拿到一批誤寄的手機後，兩個騙子試圖從他們的貨車後面兜售商品來賺錢。,R,93.0,"['Action & Adventure', 'Comedies']"
深海迷情,In Too Deep,1999,驚悚片 (Thriller),新手警察傑佛瑞·科爾冒充毒品販子，試圖打擊一位犯罪頭目，卻很快捲入貪污、恐嚇和謀殺的地下世界中。,R,97.0,['Thrillers']
頭文字D,Initial D,2005,"動作片 (Action), International Movies",白天，一名18歲的青年為他的父親送豆腐，他的父親是一位退休的賽車手；但到了晚上，輪到這位青年拿起方向盤。,TV-14,109.0,"['Action & Adventure', 'International Movies']"
揚諾克斯男孩：未說出的真相,Janoskians: Untold and Untrue,2016,喜劇片 (Comedy),追蹤三個澳洲兄弟和他們的兩位朋友的故事，在YouTube上發布惡作劇和笑話，他們因此成為國際知名人物。,TV-MA,88.0,['Comedies']
